Year,Deaths-Total,Deaths-Male,Deaths-Female,Deaths-Unspecified,Death-rates-Total,Death-rates-Male,Death-rates-Female,Death-rates-Sex-ratio
2010.0,1197014.0,633701.0,563313.0,-,9.5,10.3,8.7,112.4
2010.0,1197014.0,633701.0,563313.0,-,9.5,10.3,8.7,112.5
